time,channel,count
2021-11-02,gaming,1
2023-06-28,gaming,2
2023-08-11,gaming,29
2022-09-24,gaming,48
2023-06-16,gaming,16
2024-01-19,gaming,9
2024-09-30,gaming,6
2020-12-04,gaming,3
2023-08-16,gaming-minecraft,8
2022-08-02,gaming-minecraft,1
2024-03-19,gaming-minecraft,1
2023-01-15,gaming,2
2023-09-19,gaming,1
2022-04-23,gaming,17
2020-09-19,gaming-minecraft,9
2022-01-24,gaming,16
2024-10-01,gaming-minecraft,1
2020-06-06,general-1,69
2021-02-19,general-1,189
2023-03-19,gaming,4
2024-08-27,gaming,27
2020-06-17,general-1,37
2020-07-21,general-1,25
2020-08-18,general-1,13
2022-11-16,gaming,3
2023-10-26,gaming-minecraft,24
2023-11-04,gaming,4
2023-07-20,gaming,4
2023-05-04,gaming,8
2023-07-01,gaming,35
2020-05-26,gaming-minecraft,175
2022-07-07,gaming-minecraft,15
2022-11-26,gaming-minecraft,4
2020-11-08,general-1,8
2020-11-22,general-1,62
2023-01-15,gaming-minecraft,3
2023-01-09,gaming-minecraft,1
2020-08-14,gaming-minecraft,8
2020-09-30,general-1,116
2021-12-18,gaming-minecraft,13
2021-12-19,gaming-minecraft,5
2021-02-08,gaming-minecraft,4
2024-09-03,gaming,18
2024-07-25,gaming-minecraft,13
2021-05-04,gaming-minecraft,3
2024-05-21,gaming,99
2023-10-08,gaming-minecraft,1
2023-06-23,gaming,21
2021-03-04,general-1,16
2022-06-20,gaming,8
2024-08-19,gaming,70
2024-09-10,gaming,66
2022-08-24,gaming-minecraft,7
2022-10-26,gaming,2
2022-11-18,gaming,2
2023-08-04,gaming-minecraft,44
2020-09-17,general-1,374
2020-12-04,general-1,31
2022-04-22,gaming,3
2020-05-30,gaming-minecraft,37
2024-05-20,gaming-minecraft,4
2022-08-27,gaming,22
2024-01-28,gaming,82
2024-03-15,gaming-minecraft,7
2023-05-15,gaming-minecraft,6
2021-10-17,gaming-minecraft,5
2022-03-01,gaming,4
2022-11-20,gaming,5
2023-07-28,gaming,6
2023-02-17,gaming,11
2024-10-16,gaming,8
2023-01-08,gaming,23
2023-10-21,gaming,39
2023-10-23,gaming,44
2023-04-16,gaming-minecraft,2
2024-01-09,gaming,26
2023-09-06,gaming,1
2022-07-21,gaming,45
2022-01-26,gaming-minecraft,5
2022-08-07,gaming-minecraft,2
2023-12-18,gaming-minecraft,1
2022-06-09,gaming,2
2024-07-28,gaming,16
2020-09-28,gaming-minecraft,110
2022-10-21,gaming-minecraft,1
2024-10-04,gaming-minecraft,22
2021-04-14,gaming,1
2023-02-04,gaming,10
2020-09-28,general-1,218
2023-04-02,gaming,84
2022-08-26,gaming-minecraft,11
2020-08-11,general-1,18
2020-06-20,general-1,40
2023-01-16,gaming,10
2024-05-18,gaming-minecraft,2
2023-06-10,gaming-minecraft,4
2023-08-27,gaming-minecraft,1
2023-05-17,gaming,4
2022-07-15,gaming,4
2023-06-07,gaming,2
2024-07-06,gaming,16
2023-06-27,gaming,9
2023-03-09,gaming,42
2024-04-15,gaming,30
2024-02-17,gaming-minecraft,22
2020-11-23,general-1,331
2023-08-03,gaming,3
2022-08-29,gaming,5
2023-09-25,gaming,3
2022-07-11,gaming-minecraft,1
2022-08-18,gaming-minecraft,93
2020-10-22,general-1,7
2022-01-08,gaming,5
2024-01-02,gaming,38
2024-03-16,gaming,94
2020-07-11,gaming-minecraft,2
2020-06-23,general-1,144
2022-08-29,gaming-minecraft,6
2021-01-07,general-1,13
2021-10-24,gaming-minecraft,3
2023-11-26,gaming,62
2021-02-19,gaming-minecraft,4
2020-06-07,general-1,103
2022-07-22,gaming,8
2024-03-02,gaming,1
2023-10-26,gaming,5
2024-03-23,gaming-minecraft,2
2024-04-08,gaming-minecraft,7
2023-11-15,gaming-minecraft,3
2020-06-24,gaming-minecraft,2
2023-11-13,gaming,8
2022-01-10,gaming,2
2024-01-15,gaming-minecraft,30
2024-01-12,gaming,3
2020-07-15,gaming-minecraft,13
2021-11-27,gaming,1
2022-09-27,gaming,3
2023-02-25,gaming-minecraft,4
2024-01-21,gaming,73
2024-09-27,gaming,13
2022-02-26,gaming-minecraft,1
2023-05-16,gaming,12
2022-08-12,gaming-minecraft,36
2020-07-12,gaming-minecraft,3
2024-06-21,gaming,120
2024-01-15,gaming,10
2023-12-24,gaming,5
2024-02-29,gaming,4
2020-09-10,general-1,39
2022-08-17,gaming-minecraft,146
2023-11-11,gaming-minecraft,2
2020-12-01,gaming,3
2023-09-14,gaming,1
2023-08-10,gaming,8
2024-02-17,gaming,2
2022-04-09,gaming,71
2022-06-21,gaming,2
2021-02-25,general-1,7
2024-10-11,gaming,79
2022-04-09,gaming-minecraft,26
2024-10-09,gaming-minecraft,16
2023-10-24,gaming,1
2024-07-07,gaming-minecraft,1
2022-08-08,gaming,7
2023-09-11,gaming,8
2024-03-15,gaming,13
2023-06-18,gaming-minecraft,7
2020-09-18,general-1,25
2022-05-31,gaming,1
2024-04-28,gaming,3
2020-08-03,general-1,9
2022-04-08,gaming,7
2021-09-14,gaming-minecraft,3
2020-12-18,general-1,11
2021-01-19,general-1,4
2023-11-10,gaming,68
2024-11-12,gaming,6
2022-03-09,gaming,1
2022-12-29,gaming,1
2020-05-03,gaming-minecraft,3
2021-03-13,gaming,1
2024-09-13,gaming,9
2022-06-11,gaming,1
2022-11-11,gaming,1
2024-07-14,gaming-minecraft,1
2022-11-28,gaming,1
2024-02-21,gaming,4
2022-04-05,gaming-minecraft,26
2023-10-08,gaming,14
2024-01-26,gaming,1
2020-06-13,gaming-minecraft,15
2023-10-27,gaming,12
2023-12-20,gaming,3
2024-05-19,gaming,21
2024-04-30,gaming,5
2024-03-17,gaming,4
2022-07-27,gaming-minecraft,30
2022-09-18,gaming-minecraft,5
2020-10-08,gaming-minecraft,1
2021-01-25,general-1,37
2023-12-06,gaming,4
2020-07-28,gaming-minecraft,15
2024-05-27,gaming,21
2024-04-08,gaming,4
2024-07-15,gaming-minecraft,2
2023-07-30,gaming-minecraft,58
2022-11-09,gaming,1
2024-07-04,gaming-minecraft,1
2020-10-02,general-1,84
2020-10-13,gaming-minecraft,3
2021-12-30,gaming,5
2023-08-24,gaming,11
2024-01-29,gaming,8
2023-10-29,gaming,7
2023-11-23,gaming-minecraft,4
2023-12-24,gaming-minecraft,4
2024-08-30,gaming,3
2024-08-18,general-1,62
2021-06-19,general-1,7
2021-06-02,general-1,1
2024-03-20,general-1,263
2023-11-03,general-1,280
2021-04-28,general-1,6
2024-10-08,general-1,511
2023-08-22,general-1,11
2022-11-08,general-1,128
2021-10-16,general-1,130
2023-11-25,general-1,96
2023-08-31,general-1,58
2023-09-03,general-1,148
2021-12-30,general-1,297
2021-08-23,general-1,30
2024-01-29,general-1,71
2021-05-20,general-1,149
2024-08-03,general-1,182
2023-07-19,general-1,46
2024-01-06,general-1,113
2022-07-27,general-1,252
2021-09-03,general-1,6
2021-09-06,general-1,32
2023-04-17,general-1,53
2022-01-12,general-1,226
2023-11-30,general-1,32
2023-02-01,general-1,87
2022-12-11,general-1,21
2023-06-29,general-1,229
2022-02-26,general-1,449
2023-08-26,general-1,97
2023-03-29,general-1,37
2023-05-03,general-1,12
2023-06-17,general-1,185
2024-05-07,general-1,177
2024-01-01,general-1,78
2021-09-07,general-1,2
2020-11-26,general-3,673
2023-10-10,general-1,163
2020-12-29,general-3,15
2023-04-08,general-1,33
2022-12-25,general-1,98
2023-02-26,general-1,179
2023-10-08,general-1,75
2023-06-04,general-1,86
2022-10-11,general-1,223
2021-11-08,general-1,107
2022-01-26,general-1,137
2023-02-11,general-1,179
2022-05-09,general-1,72
2024-05-23,general-1,187
2022-09-08,general-1,25
2023-06-24,general-1,126
2024-03-03,general-1,1081
2020-12-02,general-3,75
2024-03-25,general-1,93
2021-11-05,general-1,103
2024-05-21,general-1,181
2021-07-21,general-1,71
2024-02-06,general-1,112
2023-06-11,general-1,154
2023-08-05,general-1,25
2023-06-19,general-1,79
2023-11-10,general-1,70
2021-12-05,general-1,55
2022-10-21,general-1,13
2023-02-19,general-1,127
2021-09-04,general-1,2
2023-01-01,general-1,39
2021-09-05,general-1,4
2022-09-05,general-1,133
2022-04-06,general-1,67
2024-06-07,general-1,81
2022-03-07,general-1,17
2021-07-31,general-1,65
2023-02-09,general-1,109
2024-08-10,general-1,163
2022-05-30,general-1,59
2023-05-14,general-1,43
2023-01-21,general-1,50
2024-05-19,general-1,132
2023-01-30,general-1,109
2021-03-13,general-1,6
2023-12-29,general-1,219
2022-05-01,general-1,141
2024-09-11,general-1,362
2023-10-09,general-1,47
2022-04-24,general-1,74
2022-10-07,general-1,74
2022-07-19,general-1,243
2022-09-28,general-1,39
2022-10-18,general-1,100
2023-06-07,general-1,87
2024-06-12,general-1,503
2021-04-18,general-1,7
2024-06-28,general-1,76
2024-08-09,general-1,279
2024-06-19,general-1,147
2024-06-06,general-1,60
2023-03-11,general-1,181
2021-12-09,general-1,141
2021-12-02,general-1,337
2022-09-26,general-1,144
2023-09-17,general-1,101
2023-05-15,general-1,241
2023-03-08,general-1,30
2024-03-21,general-1,213
2023-06-08,general-1,132
2023-12-26,general-1,141
2022-04-16,general-1,172
2023-07-26,general-1,200
2021-12-15,general-1,61
2021-11-30,general-1,343
2024-10-20,general-1,668
2022-05-31,general-1,35
2024-01-16,general-1,136
2024-05-10,general-1,223
2022-05-07,general-1,36
2023-10-17,general-1,130
2024-04-22,general-1,655
2024-02-24,general-1,135
2023-02-17,general-1,480
2020-12-01,general-3,42
2024-05-02,general-1,539
2023-10-26,general-1,185
2024-07-31,general-1,122
2024-08-14,general-1,463
2022-09-01,general-1,11
2024-09-30,general-1,145
2023-04-01,general-1,94
2022-12-09,general-1,30
2024-09-28,general-1,72
2021-08-01,general-1,111
2022-09-18,general-1,50
2022-05-26,general-1,81
2021-12-25,general-1,45
2022-09-21,general-1,112
2024-05-28,general-1,10
2022-11-04,general-1,37
2023-08-13,general-1,37
2023-08-17,general-1,59
2024-08-24,general-1,499
2024-10-09,general-1,235
2022-10-10,general-1,58
2023-08-11,general-1,62
2024-04-08,general-1,38
2021-05-10,general-1,2
2023-03-30,general-1,190
2024-11-03,general-1,624
2022-07-29,general-1,43
2022-12-14,general-1,136
2021-03-26,general-1,69
2021-07-30,general-1,4
2021-10-30,general-1,428
2024-07-11,general-1,145
2021-06-06,general-1,3
2024-01-31,general-1,107
2023-09-01,general-1,114
2023-12-20,general-1,32
2020-11-21,general-3,152
2023-03-02,general-1,216
2024-09-19,general-1,218
2021-08-31,general-1,48
2022-03-19,general-1,80
2022-03-15,general-1,135
2022-10-26,general-1,188
2023-03-03,general-1,98
2023-11-22,general-1,19
2023-06-14,general-1,173
2023-08-09,general-1,5
2023-10-04,general-1,57
2022-08-24,general-1,163
2022-02-14,general-1,167
2024-09-14,general-1,101
2024-06-09,general-1,208
2024-10-30,general-1,167
2023-07-08,general-1,140
2023-12-28,general-1,36
2020-12-05,general-3,16
2023-03-31,general-1,173
2022-07-17,general-1,35
2024-02-18,general-1,495
2023-02-07,general-1,193
2024-05-25,general-1,141
2022-04-03,general-1,239
2022-03-10,general-1,115
2023-02-25,general-1,182
2021-05-22,general-1,32
2022-04-02,general-1,371
2024-10-14,general-1,464
2022-08-05,general-1,92
2022-07-10,general-1,54
2023-01-05,general-1,18
2024-02-03,general-1,27
2023-08-28,general-1,159
2022-05-18,general-1,231
2023-05-08,general-1,109
2024-07-12,general-1,78
2021-07-29,general-1,62
2024-06-22,general-1,89
2023-05-28,general-1,53
2024-01-24,general-1,111
2024-02-21,general-1,339
2023-12-04,general-1,226
2023-09-21,general-1,62
2024-06-02,general-1,194
2024-10-13,general-1,190
2021-03-14,general-1,177
2022-10-29,general-1,287
2024-09-23,general-1,437
2023-07-18,general-1,32
2023-09-14,general-1,80
2022-07-13,general-1,40
2021-04-11,general-1,1
2021-11-28,general-1,253
2023-06-22,general-1,9
2022-06-12,general-1,118
2022-09-12,general-1,81
2023-10-12,general-1,76
2022-09-25,general-1,172
2022-03-16,general-1,98
2022-04-07,general-1,57
2024-04-19,general-1,254
2024-05-29,general-1,59
2021-10-23,general-1,394
2023-03-06,general-1,53
2022-05-11,general-1,46
2024-05-06,general-1,308
2020-11-25,general-3,4
2023-01-23,general-1,323
2021-12-26,general-1,257
2022-04-13,general-1,64
2021-06-27,general-1,8
2022-01-25,general-1,60
2023-05-21,general-1,83
2022-04-27,general-1,23
2022-10-16,general-1,93
2023-08-02,general-1,67
2021-04-01,general-1,23
2023-01-06,general-1,36
2021-06-07,general-1,11
2024-06-17,general-1,52
2021-12-22,general-1,128
2024-05-24,general-1,91
2024-04-20,general-1,33
2020-12-19,general-3,2
2021-07-28,general-1,36
2022-03-04,general-1,29
2022-08-14,general-1,392
2024-09-24,general-1,261
2022-02-04,general-1,46
2022-05-27,general-1,134
2024-04-23,general-1,117
2023-09-22,general-1,7
2021-12-13,general-1,160
2021-08-26,general-1,15
2022-04-11,general-1,44
2022-06-29,general-1,259
2021-05-29,general-1,3
2021-06-13,general-1,4
2022-10-12,general-1,58
2021-11-26,general-1,103
2021-06-14,general-1,5
2021-07-06,general-1,50
2022-03-21,general-1,213
2021-12-14,general-1,164
2022-02-18,general-1,166
2022-05-25,general-1,51
2022-06-18,general-1,97
2023-06-10,general-1,96
2023-07-02,general-1,150
2023-05-09,general-1,155
2024-04-02,general-1,289
2023-09-15,general-1,62
2024-11-02,general-1,128
2024-06-16,general-1,139
2023-10-06,general-1,187
2023-06-30,general-1,40
2022-06-03,general-1,94
2022-06-23,general-1,55
2021-04-22,general-1,12
2022-10-27,general-1,107
2021-04-25,general-1,61
2021-07-26,general-1,28
2021-10-24,general-1,257
2021-07-20,general-1,9
2023-06-26,general-1,44
2022-06-24,general-1,61
2022-12-18,general-1,76
2022-09-19,general-1,198
2022-10-14,general-1,191
2024-01-26,general-1,5
2022-02-24,general-1,59
2023-09-08,general-1,92
2022-11-13,general-1,102
2023-12-10,general-1,81
2024-04-04,general-1,136
2022-01-21,general-1,36
2022-12-27,general-1,86
2024-05-20,general-1,200
2024-06-24,general-1,72
2024-08-26,general-1,253
2024-02-05,general-1,154
2021-12-03,general-1,138
2021-12-10,general-1,27
2022-06-27,general-1,156
2024-03-04,general-1,105
2024-03-19,general-1,111
2022-05-06,general-1,39
2022-09-13,general-1,322
2024-06-05,general-1,89
2021-08-16,general-1,35
2022-06-28,general-1,135
2020-12-14,general-3,17
2022-08-12,general-1,144
2021-06-18,general-1,11
2022-12-02,general-1,135
2023-08-24,general-1,41
2024-06-27,general-1,59
2024-07-25,general-1,76
2022-09-15,general-1,150
2022-08-16,general-1,116
2022-08-20,general-1,114
2023-05-01,general-1,210
2023-02-10,general-1,138
2023-07-25,general-1,107
2022-08-23,general-1,72
2022-11-26,general-1,109
2020-12-17,general-3,49
2024-03-17,general-1,332
2021-08-15,general-1,9
2022-02-19,general-1,45
2024-02-11,general-1,68
2020-12-22,general-3,134
2023-02-14,general-1,180
2023-12-30,general-1,143
2024-03-26,general-1,73
2022-11-14,general-1,48
2024-06-21,general-1,376
2023-02-04,general-1,109
2024-06-29,general-1,3
2022-09-11,general-1,26
2021-12-31,general-1,168
2022-09-04,general-1,151
2023-05-17,general-1,174
2022-11-22,general-1,238
2023-04-23,general-1,196
2024-02-04,general-1,691
2021-05-24,general-1,45
2023-09-27,general-1,90
2024-05-16,general-1,222
2022-08-03,general-1,235
2021-10-22,general-1,440
2024-10-23,general-1,307
2022-12-16,general-1,247
2022-07-11,general-1,74
2023-04-06,general-1,383
2024-04-05,general-1,122
2022-06-08,general-1,70
2023-11-12,general-1,25
2023-11-05,general-1,152
2024-09-20,general-1,376
2024-01-21,general-1,60
2023-08-18,general-1,142
2021-06-10,general-1,114
2022-01-29,general-1,42
2021-07-01,general-1,1
2022-03-22,general-1,204
2021-03-12,general-1,8
2024-06-25,general-1,123
2020-12-21,general-3,16
2022-12-29,general-1,192
2024-02-25,general-1,136
2023-03-16,general-1,67
2023-01-12,general-1,54
2024-06-10,general-1,213
2024-10-04,general-1,776
2024-10-17,general-1,428
2021-09-23,general-1,42
2023-03-21,general-1,507
2023-12-14,general-1,9
2024-10-15,general-1,462
2024-08-13,general-1,186
2024-05-15,general-1,45
2021-09-02,general-1,6
2022-08-10,general-1,213
2024-03-24,general-1,145
2022-08-08,general-1,84
2023-02-28,general-1,73
2023-12-09,general-1,46
2021-03-15,general-1,101
2021-10-15,general-1,353
2021-09-22,general-1,30
2021-11-15,general-1,55
2023-09-29,general-1,49
2021-12-06,general-1,109
2024-09-07,general-1,71
2021-07-09,general-1,25
2023-07-31,general-1,78
2022-06-06,general-1,293
2023-09-19,general-1,68
2024-09-10,general-1,228
2022-06-26,general-1,103
2023-10-23,general-1,135
2024-10-16,general-1,404
2021-04-20,general-1,4
2022-02-07,general-1,234
2024-01-17,general-1,28
2024-03-08,general-1,60
2021-08-09,general-1,12
2022-04-22,general-1,127
2023-09-09,general-1,66
2024-07-05,general-1,47
2023-07-28,general-1,34
2023-08-15,general-1,51
2022-10-23,general-1,42
2022-03-14,general-1,74
2022-11-12,general-1,14
2023-02-06,general-1,49
2022-10-28,general-1,645
2021-03-10,general-1,31
2023-02-15,general-1,242
2024-09-06,general-1,221
2022-02-23,general-1,67
2024-11-10,general-1,108
2023-09-10,general-1,43
2024-02-02,general-1,128
2021-12-16,general-1,1
2023-04-26,general-1,50
2022-06-10,general-1,231
2022-09-27,general-1,54
2024-05-17,general-1,69
2022-08-31,general-1,18
2024-01-22,general-1,88
2020-11-24,general-3,2
2023-10-16,general-1,110
2021-10-12,general-1,25
2021-06-08,general-1,11
2024-08-17,general-1,66
2021-09-15,general-1,1
2022-12-31,general-1,214
2020-12-24,general-3,23
2022-11-28,general-1,38
2023-01-18,general-1,86
2023-01-26,general-1,132
2023-07-22,general-1,16
2023-02-02,general-1,183
2024-01-05,general-1,132
2024-06-14,general-1,104
2022-11-17,general-1,246
2024-03-13,general-1,325
2021-08-17,general-1,41
2022-10-19,general-1,100
2021-05-13,general-1,45
2024-11-09,general-1,184
2023-01-02,general-1,42
2022-05-13,general-1,52
2021-09-20,general-1,13
2022-04-10,general-1,94
2024-07-13,general-1,72
2021-10-29,general-1,43
2023-10-24,general-1,32
2023-09-23,general-1,25
2022-08-21,general-1,44
2022-01-31,general-1,172
2024-08-25,general-1,328
2024-09-04,general-1,163
2023-07-21,general-1,31
2022-09-10,general-1,32
2022-07-28,general-1,129
2022-02-13,general-1,175
2021-12-11,general-1,99
2023-04-27,general-1,109
2023-06-28,general-1,268
2021-10-18,general-1,205
2023-01-29,general-1,23
2024-05-30,general-1,386
2022-12-30,general-1,58
2022-01-03,general-1,132
2020-12-28,general-3,14
2021-07-16,general-1,7
2022-01-28,general-1,21
2024-03-30,general-1,381
2021-09-30,general-1,80
2022-03-30,general-1,480
2023-08-25,general-1,20
2021-04-02,general-1,20
2024-07-03,general-1,22
2023-08-29,general-1,165
2023-06-23,general-1,23
2021-11-03,general-1,473
2024-03-07,general-1,63
2022-09-30,general-1,68
2023-10-18,general-1,65
2024-07-26,general-1,403
2024-02-29,general-1,287
2021-08-11,general-1,14
2023-01-13,general-1,11
2023-04-11,general-1,67
2021-05-02,general-1,20
2023-01-28,general-1,51
2024-08-30,general-1,365
2022-06-15,general-1,125
2023-07-27,general-1,86
2022-04-30,general-1,12
2022-07-09,general-1,28
2023-10-22,general-1,15
2023-12-05,general-1,20
2021-09-27,general-1,71
2024-08-16,general-1,64
2024-09-17,general-1,212
2023-07-04,general-1,50
2021-03-19,general-1,38
2022-05-02,general-1,58
2023-03-04,general-1,61
2024-07-06,general-1,71
2022-03-12,general-1,7
2023-11-27,general-1,60
2021-05-27,general-1,146
2020-11-22,general-3,13
2022-04-18,general-1,139
2021-06-11,general-1,5
2024-08-27,general-1,225
2023-04-22,general-1,144
2021-10-07,general-1,340
2021-06-26,general-1,1
2023-08-07,general-1,17
2023-08-19,general-1,13
2023-09-16,general-1,91
2024-09-22,general-1,538
2023-10-30,general-1,147
2023-05-19,general-1,62
2022-01-10,general-1,370
2022-08-25,general-1,125
2021-07-12,general-1,113
2023-01-09,general-1,212
2023-07-14,general-1,21
2020-12-04,general-3,52
2022-03-17,general-1,161
2021-07-03,general-1,1
2022-07-20,general-1,281
2024-03-11,general-1,368
2021-11-11,general-1,235
2021-03-27,general-1,33
2023-12-18,general-1,719
2023-02-16,general-1,115
2022-02-28,general-1,313
2022-01-17,general-1,66
2021-09-10,general-1,13
2021-08-08,general-1,55
2024-05-11,general-1,43
2023-04-18,general-1,223
2022-07-18,general-1,86
2024-04-29,general-1,138
2024-03-02,general-1,279
2024-03-27,general-1,476
2022-11-09,general-1,45
2021-03-16,general-1,167
2022-03-08,general-1,86
2021-08-19,general-1,5
2021-06-24,general-1,6
2023-02-08,general-1,67
2024-04-21,general-1,251
2023-04-14,general-1,36
2024-01-09,general-1,95
2021-10-17,general-1,126
2022-12-01,general-1,128
2023-12-31,general-1,64
2021-11-04,general-1,144
2022-08-04,general-1,88
2024-02-27,general-1,173
2022-07-25,general-1,40
2023-02-18,general-1,104
2023-09-18,general-1,141
2022-10-31,general-1,125
2022-04-17,general-1,222
2023-09-06,general-1,77
2023-11-09,general-1,47
2023-01-31,general-1,220
2023-07-10,general-1,89
2023-04-09,general-1,53
2022-01-20,general-1,119
2022-09-20,general-1,54
2024-08-15,general-1,145
2022-11-07,general-1,43
2023-02-03,general-1,44
2023-11-17,general-1,42
2024-10-07,general-1,535
2024-11-11,general-1,655
2023-05-16,general-1,28
2023-06-12,general-1,64
2024-07-27,general-1,316
2022-12-19,general-1,87
2022-07-24,general-1,200
2021-10-27,general-1,53
2023-06-21,general-1,121
2024-05-26,general-1,668
2021-10-06,general-1,14
2021-09-26,general-1,8
2022-04-15,general-1,76
2021-06-23,general-1,9
2022-02-22,general-1,81
2023-10-01,general-1,68
2021-10-25,general-1,210
2023-10-25,general-1,248
2022-07-16,general-1,45
2022-09-23,general-1,39
2024-07-14,general-1,63
2021-10-01,general-1,15
2023-09-25,general-1,102
2021-11-12,general-1,235
2021-07-18,general-1,2
2020-12-11,general-3,217
2022-07-02,general-1,156
2022-01-27,general-1,19
2022-02-09,general-1,47
2020-12-13,general-3,10
2023-11-28,general-1,35
2024-06-15,general-1,169
2021-03-21,general-1,66
2021-10-31,general-1,209
2023-04-28,general-1,112
2024-09-13,general-1,167
2024-10-22,general-1,196
2024-08-22,general-1,209
2024-02-13,general-1,309
2023-11-11,general-1,137
2024-05-08,general-1,54
2021-04-19,general-1,8
2022-03-01,general-1,119
2023-04-25,general-1,481
2024-07-07,general-1,87
2022-06-25,general-1,42
2023-02-27,general-1,129
2024-09-26,general-1,219
2024-09-27,general-1,589
2022-11-10,general-1,4
2024-11-12,general-1,424
2020-11-23,general-3,29
2024-02-10,general-1,158
2021-04-08,general-1,18
2021-05-25,general-1,1
2023-06-15,general-1,144
2024-08-21,general-1,205
2024-04-10,general-1,79
2024-06-26,general-1,300
2024-01-30,general-1,48
2021-07-04,general-1,385
2023-03-17,general-1,340
2023-06-02,general-1,97
2024-10-27,general-1,114
2022-10-08,general-1,99
2022-04-20,general-1,25
2021-09-24,general-1,98
2023-11-02,general-1,59
2023-11-08,general-1,45
2023-06-01,general-1,47
2021-04-10,general-1,3
2021-05-04,general-1,118
2022-04-28,general-1,46
2023-02-23,general-1,98
2022-08-22,general-1,189
2022-05-24,general-1,97
2021-12-07,general-1,95
2024-06-23,general-1,288
2021-07-14,general-1,20
2022-11-29,general-1,17
2023-06-09,general-1,58
2022-06-11,general-1,110
2023-04-21,general-1,347
2022-03-13,general-1,159
2021-09-13,general-1,24
2022-08-28,general-1,83
2023-03-10,general-1,147
2023-07-03,general-1,113
2023-05-10,general-1,132
2024-07-19,general-1,145
2021-03-25,general-1,1
2021-04-05,general-1,17
2022-12-21,general-1,87
2022-02-06,general-1,32
2022-05-10,general-1,49
2021-12-20,general-1,30
2023-01-19,general-1,228
2021-10-13,general-1,325
2023-07-20,general-1,122
2023-08-08,general-1,122
2023-12-22,general-1,52
2022-01-16,general-1,246
2024-02-16,general-1,99
2021-11-13,general-1,129
2022-09-09,general-1,93
2021-11-09,general-1,399
2021-05-09,general-1,23
2022-11-21,general-1,66
2021-08-10,general-1,35
2023-10-27,general-1,158
2021-05-03,general-1,18
2022-02-17,general-1,134
2022-10-05,general-1,105
2022-10-06,general-1,204
2024-03-31,general-1,243
2024-03-01,general-1,166
2022-10-15,general-1,123
2024-09-25,general-1,154
2021-05-19,general-1,12
2021-06-03,general-1,11
2024-07-21,general-1,74
2024-09-16,general-1,388
2023-09-30,general-1,84
2023-11-15,general-1,66
2022-07-14,general-1,153
2022-03-23,general-1,268
2023-02-24,general-1,102
2021-10-02,general-1,43
2021-03-20,general-1,18
2023-11-24,general-1,85
2024-04-12,general-1,243
2024-10-01,general-1,367
2022-01-23,general-1,77
2022-06-21,general-1,137
2023-10-11,general-1,15
2021-07-07,general-1,39
2023-04-12,general-1,81
2023-01-24,general-1,623
2022-10-30,general-1,75
2023-05-20,general-1,83
2022-12-22,general-1,58
2022-11-16,general-1,15
2021-11-27,general-1,219
2023-02-12,general-1,89
2021-07-10,general-1,31
2021-12-23,general-1,197
2023-05-31,general-1,26
2021-09-11,general-1,4
2022-04-04,general-1,45
2024-09-09,general-1,598
2023-07-12,general-1,34
2023-05-04,general-1,35
2023-10-19,general-1,84
2024-02-26,general-1,353
2021-12-18,general-1,114
2024-06-20,general-1,271
2022-09-17,general-1,41
2021-12-04,general-1,164
2021-11-06,general-1,36
2022-04-29,general-1,41
2021-11-23,general-1,259
2023-07-13,general-1,20
2023-04-07,general-1,159
2021-04-24,general-1,8
2021-11-17,general-1,261
2021-08-20,general-1,8
2022-02-21,general-1,34
2023-12-21,general-1,38
2023-01-16,general-1,247
2021-08-18,general-1,26
2023-12-17,general-1,105
2023-03-15,general-1,106
2024-03-05,general-1,116
2024-01-13,general-1,28
2021-11-02,general-1,331
2022-12-23,general-1,169
2023-09-13,general-1,34
2023-09-28,general-1,51
2022-11-03,general-1,73
2024-02-19,general-1,194
2022-01-04,general-1,419
2022-06-05,general-1,16
2022-11-11,general-1,72
2022-12-13,general-1,83
2024-02-28,general-1,152
2021-05-28,general-1,61
2022-01-07,general-1,638
2024-04-26,general-1,158
2024-05-12,general-1,404
2024-05-14,general-1,449
2022-08-07,general-1,624
2024-05-22,general-1,297
2024-03-18,general-1,135
2021-10-09,general-1,193
2024-02-14,general-1,201
2023-11-26,general-1,70
2023-07-29,general-1,86
2024-07-18,general-1,71
2021-03-31,general-1,5
2023-04-13,general-1,271
2020-12-03,general-3,219
2024-11-04,general-1,337
2024-01-18,general-1,83
2024-07-24,general-1,172
2024-04-15,general-1,71
2022-11-25,general-1,448
2024-08-08,general-1,200
2022-06-16,general-1,114
2022-01-09,general-1,559
2023-05-30,general-1,74
2023-08-04,general-1,43
2021-10-14,general-1,181
2023-05-25,general-1,97
2024-02-07,general-1,197
2022-01-15,general-1,76
2021-11-24,general-1,333
2023-05-07,general-1,116
2024-06-03,general-1,157
2022-07-31,general-1,489
2023-04-24,general-1,131
2021-12-19,general-1,201
2024-08-12,general-1,195
2021-11-16,general-1,26
2023-11-16,general-1,55
2022-08-15,general-1,129
2022-03-27,general-1,347
2024-01-20,general-1,39
2021-07-17,general-1,3
2023-01-11,general-1,110
2022-08-29,general-1,76
2023-05-24,general-1,26
2021-04-23,general-1,4
2024-09-12,general-1,233
2022-08-26,general-1,25
2023-09-12,general-1,116
2023-09-24,general-1,85
2022-03-02,general-1,64
2024-07-20,general-1,194
2021-03-09,general-1,40
2022-03-25,general-1,341
2022-02-10,general-1,217
2022-12-05,general-1,152
2023-11-01,general-1,132
